Sat Apr  8 09:28:08 2023    performance/output.dat

         69375377 function calls (69262752 primitive calls) in 78.555 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2769    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:1279(get_usetex)
     4461    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:907(get_math_fontfamily)
      216    0.001    0.000    0.045    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/spines.py:287(draw)
      939    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:1227(_preprocess_math)
      638    0.001    0.000    0.014    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2769(get_transformed_points_and_affine)
      962    0.001    0.000    0.011    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:707(_get_transformed_path)
       55    0.001    0.000    0.013    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:668(get_position)
      349    0.001    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:688(_set_tickright)
     1001    0.001    0.000    0.001    0.000 /cr/users/filip/Binaries/Generator.py:231(__len__)
      582    0.001    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:429(__enter__)
     1340    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:966(set_linewidth)
      583    0.001    0.000    0.004    0.000 {method 'all' of 'numpy.ndarray' objects}
      540    0.001    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:287(get_patch_transform)
       72    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/ImagePalette.py:57(palette)
      232    0.001    0.000    0.021    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:2740(__init__)
      648    0.001    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:1925(ge)
      244    0.001    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:797(frozen)
     1144    0.001    0.000    0.008    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/_methods.py:42(_amin)
     2248    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:803(get_clip_path)
      324    0.001    0.000    0.427    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1083(_get_tick_bboxes)
      260    0.001    0.000    0.009    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:702(_from_parts)
     1392    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:1304(<genexpr>)
        1    0.001    0.001    0.001    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:87(__init__)
     2142    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:417(_right)
      544    0.001    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1661(safe_first_element)
      354    0.001    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:696(_set_tickup)
       81    0.001    0.000    0.027    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:2116(_update_offset_text_position)
     5001    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:546(_swapaxes_dispatcher)
     1230    0.001    0.000    0.008    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/_methods.py:46(_sum)
       24    0.001    0.000    0.012    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:673(_open)
       24    0.001    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/ImageFile.py:145(load)
      962    0.001    0.000    0.008    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2796(get_affine)
       27    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
      155    0.001    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/PngImagePlugin.py:1025(putchunk)
     2786    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      908    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:295(get_canvas_width_height)
     3003    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2118(_sum_dispatcher)
       54    0.001    0.000    0.008    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:218(_get_draw_artists)
       81    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:386(size)
      237    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:742(__str__)
     2248    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:818(get_dashes)
     1378    0.001    0.000    0.001    0.000 {built-in method builtins.divmod}
      621    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2431(transform_path_non_affine)
      776    0.001    0.000    0.007    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:1034(<genexpr>)
      810    0.001    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:868(__iter__)
       81    0.001    0.000    0.192    0.002 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:2755(plot)
       27    0.001    0.000    1.816    0.067 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/ImageFile.py:476(_save)
      702    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:618(get_snap)
        1    0.001    0.001    0.001    0.001 /cr/users/filip/Binaries/Generator.py:112(<listcomp>)
      494    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:303(splitroot)
      216    0.001    0.000    0.103    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:2260(gca)
       54    0.001    0.000    3.932    0.073 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:490(print_png)
     2248    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:716(get_path_effects)
     7522    0.001    0.000    0.001    0.000 {method 'getrandbits' of '_random.Random' objects}
     1080    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:478(<listcomp>)
     2271    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:371(_set_nothing)
      216    0.001    0.000    0.099    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:1487(gca)
       27    0.001    0.000    1.900    0.070 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:2130(save)
       84    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/warnings.py:458(__enter__)
       54    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:2781(__init__)
     2384    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:558(formatter)
       27    0.001    0.000    1.227    0.045 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/tight_layout.py:251(get_tight_layout_figure)
   351/27    0.001    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:204(set_figure)
       81    0.001    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:2384(_update_offset_text_position)
      165    0.001    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:1099(_set_artist_props)
      638    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:903(get_markeredgecolor)
      135    0.001    0.000    0.010    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:1847(apply_aspect)
       54    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1135(<listcomp>)
     4023    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:169(<genexpr>)
       81    0.001    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/warnings.py:130(filterwarnings)
      162    0.001    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:624(set_offset)
     2682    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:259(get_fillstyle)
      638    0.001    0.000    0.007    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:345(get_transform)
     3864    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3216(_around_dispatcher)
     2248    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:970(set_url)
      324    0.001    0.000    0.001    0.000 {method 'flatten' of 'numpy.ndarray' objects}
      703    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:222(get_tick_padding)
       27    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:519(in1d)
      648    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:1622(raise_if_exceeds)
      112    0.001    0.000    0.034    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1394(grid)
       81    0.001    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:869(update_from_path)
      194    0.001    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:609(count_overlaps)
     2328    0.001    0.000    0.001    0.000 {built-in method numpy.geterrobj}
     3156    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:177(open_group)
      162    0.001    0.000    0.365    0.002 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:836(draw)
       27    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/__init__.py:623(__setitem__)
      839    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/cycler.py:239(__iter__)
      112    0.001    0.000    0.380    0.003 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/spines.py:294(set_position)
       27    0.001    0.000    0.026    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:1519(_get_renderer)
     1861    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:211(__enter__)
     2800    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        3    0.001    0.000    0.073    0.024 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:1661(_execute_child)
       54    0.001    0.000    0.002    0.000 /cr/users/filip/anaconda3/lib/python3.9/inspect.py:1840(_signature_bound_method)
     1350    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:934(get_bbox_to_anchor)
      405    0.001    0.000    0.158    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:275(get_offset)
     2207    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/threading.py:529(is_set)
     2248    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:858(get_snap)
      272    0.001    0.000    0.007    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1437(update_units)
      675    0.001    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1829(nonzero)
       27    0.001    0.000    0.013    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:2801(autoscale_view)
       52    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/urllib/parse.py:437(urlsplit)
       64    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/cycler.py:364(by_key)
       81    0.001    0.000    0.032    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend_handler.py:93(legend_artist)
      464    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:551(locator)
      135    0.001    0.000    0.020    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:622(get_window_extent)
      349    0.001    0.000    0.012    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:497(_get_text1_transform)
      108    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/legend.py:1097(_get_legend_handles)
      297    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:323(_get_clipping_extent_bbox)
     2248    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:1004(get_hatch_color)
     3156    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:184(close_group)
     1080    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:488(<listcomp>)
      354    0.001    0.000    0.010    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:439(_get_text2_transform)
      349    0.001    0.000    0.011    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:500(_get_text2_transform)
       81    0.001    0.000    0.345    0.004 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:348(get_window_extent)
      135    0.001    0.000    0.043    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:340(get_tightbbox)
      324    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1381(get_minor_ticks)
      244    0.001    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:259(frozen)
      243    0.001    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:2226(get_ticks_position)
     1323    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:171(<listcomp>)
      370    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:398(parent)
     1053    0.001    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:320(get_children)
     2238    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      928    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:183(set_axis)
      236    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:725(_format_parsed_parts)
     1926    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/multiarray.py:148(concatenate)
      354    0.000    0.000    0.012    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:436(_get_text1_transform)
